Utterance,Emotion,Sentiment,Dominance
Stalin...Stalin...do I know that name? It sounds familiar.,neutral,neutral,0.033
"Joe Stalin. Y'know, that's pretty good.",joy,positive,0.0316666666666666
Might wanna try Joseph.,neutral,neutral,0.278
Joseph Stalin. I think you'd remember that!,joy,positive,0.0205714285714285
I-I studied evolution.,joy,positive,0.4399999999999999
"Remember, evolution?",joy,positive,0.308
"Plus, I’m a doctor, and I had a monkey.",neutral,neutral,0.0366666666666666
I’m Doctor Monkey!,anger,negative,0.0959999999999999
"All right, I’ve heard enough. I’ve made my decision.",neutral,neutral,0.1417777777777777
"The joke is not funny, and it’s offensive to women, and doctors, and monkeys!",disgust,negative,0.0244285714285714
"You shouldn’t be arguing over who gets credit, you should be arguing over who gets blamed for inflicting this horrible joke upon the world!",anger,negative,0.0862499999999999
Is not.,anger,negative,0.024
"Even when I found out…umm, all right, well let's just say I found something out something about someone and let's just say she's gonna keep it.",neutral,neutral,0.0419615384615384
Give me your hands.  Strings. Gimme it!  Pick. Do you want to learn to play guitar?,anger,negative,0.0259444444444444
Really? You'd-you'd do that for me?!,surprise,positive,0.019
"All right, we'll start off slow. The only thing you have to do tonight is come up with the name of your main character.",neutral,neutral,0.0818333333333333
Wow! Skates!,joy,positive,0.091
Well...,neutral,neutral,0.148
"Oh, these are gonna go in my permanent collection.",joy,positive,0.0513333333333333
"Yeah, sure, that’d be great.",neutral,neutral,0.2384
"Ah, which ever is closest.",neutral,neutral,0.016
I bought a restaurant and I would like you to be the head chef.,joy,positive,0.0105714285714285
At the vet.,neutral,neutral,0.0959999999999999
She says Marcel's humping thing's not a phase. Apparently he's reached sexual maturity.,sadness,negative,0.0958461538461538
Hey! He beat ya.,joy,positive,0.066
"She says as time goes on, he's gonna start getting agressive and violent.",sadness,negative,0.1511538461538461
I'm gonna have to give him up.,sadness,negative,0.1007142857142857
Aww man! I can’t believe I locked myself out again!,anger,negative,0.0344
Hang on buddy!,anger,negative,0.086
Oh my God! What happened here? Did you do all this?,surprise,positive,0.1267272727272727
I sure did.,neutral,neutral,0.1953333333333333
"But we haven't seen each other since then. Well I land in China, guess who's in charge of the dig.",surprise,positive,0.03705
"Julie! Julie, isn't that great? I mean, isn't that just kick- you-in-the-crotch, spit-on-your-neck fantastic?",joy,positive,0.1498571428571428
"Uh, yeah, if you want too.",neutral,neutral,0.0123333333333333
"Yeah, sure?",neutral,neutral,0.2319999999999999
So do I.,neutral,neutral,0.0239999999999999
"Okay Rach, before anything happens  I just want to lay down a couple of ground rules.",neutral,neutral,0.0148823529411764
This is just about tonight.,neutral,neutral,0.1076
"I don't to go through with this if it's going to raise the question of ""Us.""",neutral,neutral,0.066375
I just want this to be  about what it is!,joy,positive,0.0796363636363636
The physical act of love.,joy,positive,0.1835999999999999
"Oh God, you saw me?! Oh!",surprise,negative,0.1346666666666666
"Noo!! No! You thought, you actually thought I wanted to have sex with you?!",anger,negative,0.0627142857142857
"Listen Joey, I got a problem, I just got a call from my dance captain, he's having a relationship crisis and can't get out of Long Island.",neutral,neutral,0.0647037037037037
"So, does that mean the audition is off?",sadness,negative,0.009875
"Listen Joey, seeing as you've got the most experience, I want you to take these dancers and show them the combination.",neutral,neutral,0.1154285714285714
Have fun.,neutral,neutral,0.26
Wow! Fortunately she has a,surprise,negative,0.1166
"Oh, I so can't believe this! My uterus is an inhospitable environment? I was trying so hard to be a good hostess!",surprise,negative,0.023
I'm sorry there wasn't better news from your test last week but I wanted to talk to you about your options.,neutral,neutral,0.0154285714285714
"Above all, even though your chances of conceiving through natural means aren't great, you never know!",neutral,neutral,0.1005625
"So, keep having sex on a regular basis.",neutral,neutral,0.06575
"Ok, given your situation, the options with the greatest chances for success would be surrogacy, or insemination using a sperm donor.",neutral,neutral,0.1055238095238095
"Well, y'know, monogamy can be a, uh, tricky concept. I mean, anthropologically speaking-",neutral,neutral,0.0912307692307692
"Fine. Fine, alright, now you'll never know.",anger,negative,0.1068571428571428
"We're kidding. C'mon, tell us!",joy,positive,0.0344
"Alright. There's a theory, put forth by Richard Leakey-",neutral,neutral,0.0352222222222222
"Hi, is uh, is Carol here?",neutral,neutral,0.0185
"No, she's at a faculty meeting.",neutral,neutral,0.115
"Oh, I uh, just came by to pick up my skull. Well, not mine, but...",neutral,neutral,0.0935999999999999
Come in.,neutral,neutral,0.058
What's it look like?,neutral,neutral,0.0305
"Yes, I'm familiar with the concept. We can just look for it.",neutral,neutral,0.1415
"Ok.  Wow, you guys sure have a lot of books about bein' a lesbian.",surprise,positive,0.0387999999999999
"You're not serious, I mean, you really... you really talk to it?",surprise,negative,0.0554999999999999
I have no idea what you just said.,neutral,neutral,0.1397499999999999
What's up man?,neutral,neutral,0.1853333333333333
"Oh my God! He's trapped in an ATM vestibule with Jill Goodacre!  Chandler, listen.",surprise,positive,0.0438666666666666
and that was all before 10 o’clock.,neutral,neutral,0.0238571428571428
The caterer rang and said it was going to be Chicken Kiev instead of Chicken Tarragon.,neutral,neutral,0.00075
"Well, up yours too!",anger,negative,0.176
"Ah, he can’t make it, he said he had to his...  Whoa-oh!",surprise,negative,0.1252307692307692
Fine.,neutral,neutral,0.294
What’s the matter?,sadness,negative,0.0413333333333333
Oh Willie’s still alive!,surprise,positive,0.02025
What are you guys doing?,neutral,neutral,0.0184
"Oh, my mom called, they’re gonna run our engagement announcement in the local paper, so we’re looking for a good picture of us.",joy,positive,0.0484347826086956
"That’s not true, there are great pictures of us!",surprise,positive,0.1895555555555555
"No, there are great pictures of you standing next to a guy who’s going like this",neutral,neutral,0.00975
Oh my God! That’s the creep that you’re with at the,surprise,negative,0.0449090909090909
"I don’t know what it is, I just can’t take a good picture.",sadness,negative,0.0513846153846153
"Oh, here’s a great one.",joy,positive,0.072
"I know, but look at me: all tan.",joy,positive,0.1166249999999999
"Hey, why don’t you guys go get portraits done by a professional photographer.",neutral,neutral,0.0535384615384615
That’s a good idea! I bet they have one of those wind machines! Y’know,joy,positive,0.0597142857142857
"All right, but I should warn you, I’m not going. I’m going.",neutral,neutral,0.12125
No! They are mine!,anger,negative,0.039
Yeah that seems fair. We never use them.,neutral,neutral,0.0081249999999999
Well,neutral,neutral,0.148
"Yeah, fade the accent out and people will think you’re, y’know, that you’re adjusting to life in America.",anger,negative,0.0411111111111111
"Yeah, I mean, come on Ross, no one will even notice. I mean they’re probably not even listening!",neutral,neutral,0.0462777777777777
Of course they’re listening to you! Everybody listens to you.,neutral,neutral,0.0066
Monica you really think I should try this phasing out thing?,neutral,neutral,0.0334545454545454
I think you look fine.,neutral,neutral,0.152
