Utterance,Emotion,Sentiment,Arousal
"So I moved everything around and then I forgot where it, where it went back and I'm sorry, I'm very sorry, I'm sorry, I'm sorry.",sadness,negative,-0.05676
"It's okay. Chandler, are you afraid of me or something?",neutral,neutral,-0.0329999999999999
Of course not.,neutral,neutral,-0.0066666666666666
"I mean gosh, Chandler what you did, it's, it's a wonderful thing and I really appreciate it.",joy,positive,-0.0338235294117647
"I know I have this weird thing where I want everything to be in the perfect place, but I'd never expect you to worry about that.",joy,positive,-0.0657307692307692
Of course!,neutral,neutral,-0.01
Oh well you're the best. You come here to me.,joy,positive,-0.0781
"All right, hold on okay? First thing's first.  Okay, now did Ross sit",neutral,neutral,-0.1267142857142857
"Okay, that's it. I cannot make this decision! It is",anger,negative,-0.127
"A Magic Eight ball?! You can't be serious, you can't make this decision with a toy!",disgust,negative,-0.0779999999999999
"Ooh, it's not a toy.",anger,negative,-0.1107999999999999
"Well, I don't know what else to do.",sadness,negative,-0.0546249999999999
"I mean, I either keep my wife and lose one of my-my-my best friends or I keep my friend and get divorced the second time before I'm 30!",anger,negative,-0.1126071428571428
"So-so if anyone has-has a better suggestion, let's hear it!",anger,negative,-0.1074
'Cause I-I got nothing!,anger,negative,-0.14675
"All right, don't be shy, any suggestion will do.",anger,negative,-0.2122222222222222
"Magic 8 Ball, should I never see Rachel again?",neutral,neutral,-0.0594444444444444
Ask again later.,neutral,neutral,-0.166
Later is not good enough.,anger,negative,-0.1536
This is broken!,anger,negative,0.0
It-it is broken!,anger,negative,0.0
"All right, let me see.  Will Chandler have sex tonight?  Don't count on it. Seems like it works to me.",neutral,neutral,-0.094
Are you Phoebe Buffay?,neutral,neutral,0.0
"I think she took it pretty well. You know Paolo's over there right now, so...",neutral,neutral,-0.0901333333333333
"No-no, she kicked our butts. You could be on the Olympic standing-there team.",anger,negative,-0.0373846153846153
"Come on, two on one.",neutral,neutral,-0.2956
"What are you still doing here? She just broke up with the guy, it's time for you to swoop in!",surprise,negative,-0.0359
"What, now?",surprise,negative,-0.059
"You gotta make sure that when Paolo walks out of there, the first guy Rachel sees is you, She's gotta know that you're everything he's not!",joy,positive,-0.0401153846153846
"You're like, like the anti-Paolo!",anger,negative,-0.1176
My Catholic friend is right.,neutral,neutral,-0.094
You're there for her.,neutral,neutral,0.0
"You pick up the pieces, and then you usher in the age of Ross!",joy,positive,-0.0327142857142857
"Well, I just called Joshua",neutral,neutral,-0.0518
"Well uh, his answering machine was",sadness,negative,-0.057
"Yeah, maybe, but I don’t think I even care.",sadness,negative,-0.0805555555555555
I don’t think he’s the one I’m sad about.,sadness,negative,-0.1037777777777777
"Y’know, I know that I said that I am totally okay with Ross getting married, but as it turns out, I don’t think I’m handling it all that well.",sadness,negative,-0.0314137931034482
"Yeah, maybe.",sadness,negative,-0.1405
Any luck?,sadness,negative,-0.01
"Well, yeah, y’know how Ross and I were on again, off again, on again, off again?",sadness,negative,-0.0470625
"I guess I just figured that somewhere down the road, we would be on again.",sadness,negative,-0.06
I don’t get it!,surprise,negative,-0.0234999999999999
It was in my room all night!,anger,negative,-0.1438571428571428
Shh!,anger,negative,0.0
We’re trying to think!,anger,negative,-0.046
"This is the unit for you my friend. Sturdy construction, tons of storage compartments, some big enough to fit a grown man.",neutral,neutral,-0.0414545454545454
It was funny ‘til I started feeling like I was in a coffin.,neutral,neutral,-0.0769230769230769
"No, you, you can’t fit in that thing. That’s not deep enough.",neutral,neutral,-0.0669166666666666
"Oh yeah?  If I can’t, I’ll knock five bucks off the price off the unit.",anger,negative,-0.0775
"All right, you have yourself a deal.",neutral,neutral,-0.0968571428571428
Okay.  See?! I told ya!,surprise,positive,-0.17
"Sometimes I get in here just to get away from it! Hey, a nickel!!",anger,negative,-0.0501428571428571
"Hey-hey, who’s your friend?  Hey!!",joy,positive,-0.0633333333333333
Hey Joey!,joy,positive,-0.103
Erin! Still here!,joy,positive,-0.3333333333333333
I think I brought back half of the beach in my hair. It was so much easier when I used to shave my head.,anger,negative,-0.115875
"Y'know, I gotta tell ya, I just",neutral,neutral,-0.0428571428571428
Because I think about shaving it all off again sometime.,neutral,neutral,-0.1035
"Y'know what, I should do it.",joy,positive,-0.0294999999999999
"Yeah, thank you Rachel, you are soo cool.",joy,positive,-0.0665
"Awww, stop. Come on. Now go shave that head!",neutral,neutral,-0.1367777777777777
"Oh, Monica. You are not still going over that thing.",sadness,negative,-0.0734
"Look at this, look.",anger,negative,-0.071
She spent three hundred dollars on art supplies.,anger,negative,-0.18175
You're not an artist.,neutral,neutral,-0.029
"Yeah, well I might be if I had the supplies! I mean, I could do all this stuff. Only I don't.",anger,negative,-0.0482857142857142
I can't believe you would actually say that. I would much rather be Mr.Peanut than Mr.Salty.,surprise,negative,-0.1150625
"No way! Mr.Salty is a sailor, all right, he's got to be, like, thetoughest snack there is.",anger,negative,-0.0531176470588235
"I don't know, you don't wanna mess with corn nuts. They're craaazy.",neutral,neutral,-0.0653333333333333
Oh my God. You guys! You gotta come see this! There's some creep out there with a telescope!,fear,negative,-0.0655555555555555
I can't believe it! He's looking right at us!,surprise,negative,-0.0884444444444444
"Oh, that is so sick.",disgust,negative,-0.0122
Man that was great! Huh? Can you believe how long we threw that ball around?,joy,positive,-0.0445333333333333
"Yeah, it is amazing it lasted that long.",neutral,neutral,-0.0531249999999999
"No, I meant with the dropper over here.",neutral,neutral,-0.0986249999999999
"Ah, oh God. Oh, honey, oh that's OK.",sadness,negative,-0.01275
"What. Oh no, you just rolled over the juice box.",sadness,negative,-0.0997
What’s the matter?,neutral,neutral,-0.0979999999999999
Nothing.,neutral,neutral,-1.0
What is it? Hey!,sadness,negative,-0.1104999999999999
Really it’s nothing. I’m just,sadness,negative,-0.2
"Rach come on, what?",neutral,neutral,-0.104
I’ve just been thinking about how my baby and I are gonna be all alone.,sadness,negative,-0.1251333333333333
What are you talking about alone? What about Ross?,surprise,negative,-0.0637777777777777
"Oh please, he’ll be with his real family, the twins and little miss new boobs.",sadness,negative,-0.1048
"Okay, how long was I watching that woman?",neutral,neutral,-0.0755
"Yeah, I guess so.",neutral,neutral,-0.098
I just never thought I would raise this baby all by myself. Pretty dumb huh?,sadness,negative,-0.0842666666666666
"I just found out this is Chandler’s office! Come on Toby, give me a hand!",joy,positive,-0.1263999999999999
"Chandler, we said we would meet at the coffeehouse at six.",anger,negative,-0.0359999999999999
We said seven!,anger,negative,-0.0176666666666666
We said six!,anger,negative,-0.0916666666666666
"The only way that I said six would be if the seven’s, let meet at seven, not at six.",neutral,neutral,-0.1661578947368421
"Yeah and if I had seven, maybe I would’ve said something like this, ""Wow! My boyfriend’s such a wise ass—seven!""",anger,negative,-0.0731
Oh my good God.,disgust,negative,-0.057
I know what time you said.,joy,positive,-0.1093333333333333
"Well actually, I know what time Chester and Marcia said.",neutral,neutral,-0.0915
Joey!,surprise,negative,0.0
Oh please.,neutral,neutral,-0.132
Every moment is precious.,sadness,negative,-0.0325
Y’know?,neutral,neutral,0.0
"Besides, somebody had to ride in that other taxi with the rest of your luggage, and your friends don’t really seem to care too much that you’re leaving.",sadness,negative,-0.0957142857142857
"Well, we’re really not that close.  Okay, so I guess this is uh, good-bye then.",neutral,neutral,-0.078875
"On no! No! It’s not good-bye, I’m not leaving until you get on that plane.",sadness,negative,-0.0107333333333333
"No, I’m afraid I won’t be able to make love as well as him.",anger,negative,-0.0180714285714285
"Yeah, I was going for the metaphor.",neutral,neutral,-0.019
"Yes, and I was saying the actual words.",neutral,neutral,-0.0119999999999999
"So big deal, so Joey’s had a lot of girlfriends, it doesn’t mean he’s great in bed.",neutral,neutral,-0.0201176470588235
"We share a wall! So either he’s great in bed, or she just likes to agree with him a lot.",neutral,neutral,-0.06
Just go for it Chandler.,neutral,neutral,-0.0992
"Yeah, you should.",neutral,neutral,-0.1183333333333333
"Yeah, you should, really.",neutral,neutral,-0.08875
"All right, all right, I’ll go sleep with my girlfriend. But I’m just doing it for you guys.",neutral,neutral,-0.0912222222222222
": I’m sure as hell a dancer, it’s no use Marge will never go for me.",sadness,negative,-0.0041874999999999
"Come on Treeger, don’t say that.",sadness,negative,-0.1275
"Here, come on, let’s ahh, let’s try it again.",neutral,neutral,-0.0991111111111111
"Plus, it was, it was probably mostly my fault, anyway.",sadness,negative,-0.0935999999999999
: Yeah!,joy,positive,-0.159
Are you sure? I’ll bet there’s another flight to Minsk in like,neutral,neutral,-0.0346666666666666
"July. Umm,",neutral,neutral,-0.184
That’s really beautiful. What does it mean?,joy,positive,-0.0574285714285714
"Please, clean my beakers. I don’t get out of the lab much.",neutral,neutral,-0.0763333333333333
"That’s good. I got to admit, I thought it was something else.",joy,positive,-0.0404999999999999
"Yeah, I… Well I really actually wanted to say umm, that, but um, I figured I probably shouldn’t because y’know, I…have to leave.",neutral,neutral,-0.0882173913043478
You’re right! You’re right. Don’t say it.,sadness,negative,-0.1791428571428571
Bye Phoebe.,neutral,neutral,-0.102
"Okay, now’s not the time Joey. All right? You can yell at me tomorrow.",sadness,negative,-0.0681428571428571
"Yeah, I-I heard.  I think it’s great!  Ohh, I’m so happy for you!",joy,positive,-0.0098666666666666
Ohhh!,surprise,negative,-0.116
I don’t know. Do-do you have any clothes on?,neutral,neutral,-0.1497777777777778
No!,neutral,neutral,0.0
"I mean, I don’t remember much about last night, it was such a blur.",neutral,neutral,-0.0868571428571428
Oh! I remember laughing! I laughed a lot.,joy,positive,-0.0667499999999999
Tell me about it.,neutral,neutral,-0.1455
I say we go with,neutral,neutral,-0.0162
"Janice, what umm, what are you doing here?",sadness,negative,-0.0345
"Um, okay. You just called a little while ago about needing a signature on the admissions form. Well, it turns out we need a",neutral,neutral,-0.1088333333333333
I am. I'm,neutral,neutral,0.0
"Yeah, I know...  ..I'm I'm just not that bright either.",sadness,negative,-0.0713636363636363
"Hey, Mon, if you were hoping to sleep with Joshua the first time tonight, which one of these would you want to be wearing.",neutral,neutral,-0.107
Y’know what? It,neutral,neutral,-0.0786666666666666
Sorry.,neutral,neutral,-0.276
I’m so exited!,joy,positive,0.0
I’ve been waiting for this for months!,joy,positive,-0.2165714285714285
I got new sheets!,joy,positive,-0.00125
I’m making him a,joy,positive,0.0
What am I making him by the way?,neutral,neutral,-0.0505
"Well, you’re making him a frieze salad with goat cheese and pine nuts, wild nuts, wild rice, roast asparagus, and salmon au croup.",neutral,neutral,-0.1000434782608695
I thought I was making him filet mignon?,surprise,negative,-0.098625
"Yeah, you were, but you decided to make salmon because you had some left over at the restaurant.",neutral,neutral,-0.0511666666666666
"And then you realised if you  bitched about it, then you  would stop cooking, and you  would have to make your famous baked potato and Diet Coke.",anger,negative,-0.0826333333333333
"Chandler! It happens to lots of guys! You-you-you were probably tired, you had a lot of champagne, don’t worry about it!",sadness,negative,-0.0607619047619047
"Y’know it’s like uh, Biology!",neutral,neutral,-0.1492
"Which is funny because in high school I uh, I-I failed Biology and tonight Biology failed me.",fear,negative,-0.0659411764705882
"Check it out. Okay, I can play this when the guests are coming in. Okay.",neutral,neutral,-0.053
Phoebe!,joy,positive,0.0
"If you would’ve let me finish, it goes on to say that he’s probably not gay.",neutral,neutral,-0.0173124999999999
You are falling fast asleep.,neutral,neutral,-0.0177999999999999
You are now completely asleep.,neutral,neutral,-0.2606
Cigarettes don’t control you.,neutral,neutral,-0.06
"You are a strong, confident woman, who does not need to smoke.",neutral,neutral,-0.0035
"Thank you for your patience, you’re the next caller.",neutral,neutral,-0.1077777777777777
Hey! Can you take a duck and a chick to the theatre?,neutral,neutral,-0.0418333333333333
Of course not.,sadness,negative,-0.0066666666666666
Okay. I just wanted them to hear it from somebody else.,neutral,neutral,-0.0827272727272727
Good.,joy,positive,-0.264
"Although y’know, he-he’s a private guy.",neutral,neutral,-0.0766666666666666
"Y’know, I wish I could get him to open up a little bit, share some feelings.",sadness,negative,-0.036375
That’s easy! You just have to think of him as a-as a jar of pickles that won’t open.,neutral,neutral,-0.0772777777777777
"Okay, Ben, I won’t tell your daddy that you had ice cream for dinner, if you don’t tell about our little bonking incident.",fear,negative,-0.1109130434782608
"Monica, number one, I don’t think Ben understands the concept of bribery, and number two, I...   What?!",surprise,negative,-0.1131578947368421
You said number two.,neutral,neutral,-0.2845
I also said number one.,neutral,neutral,-0.1908
Remind me to review with you which pot is decaf and which is regular.,neutral,neutral,-0.0902142857142857
Can’t I just look at the handles on them?,neutral,neutral,0.0
You would think.,neutral,neutral,-0.12
"Okay, fine.",neutral,neutral,-0.412
"Because, I don’t care.",neutral,neutral,-0.09625
I don’t care.,neutral,neutral,-0.0866666666666666
"I don’t care which pot is regular and which pot is decaf, I don’t care where the tray spot is, I just don’t care, this is not what I want to do.",anger,negative,-0.073
So I don’t think I should do it anymore.,sadness,negative,-0.0763333333333333
I’m gonna give you my weeks notice.,sadness,negative,-0.0371428571428571
Does this mean we’re gonna have to start paying for coffee?,surprise,negative,-0.023
"Ohh, I mean it’s just so realistic!",joy,positive,-0.0462857142857142
"I know.  Yeah, his name is Pat.",neutral,neutral,-0.15525
Pat the dog. Oh! Oh! I get it!!,joy,positive,-0.0424999999999999
"Do you uh, do you—ready for a refill?",neutral,neutral,-0.001
"Oh, I probably shouldn’t—so I will!  Oh! Wow! It’s like it’s raining!",surprise,positive,-0.0389230769230769
"Pretty cool, huh?",joy,positive,-0.0753333333333333
"But if you’re thinking you can put a fish in there and it wouldn’t get sucked up into the mechanism, well you’d be wrong.",neutral,neutral,-0.044125
"Umm, can I use your bathroom?",neutral,neutral,-0.2276666666666666
"It’s uh, right through there.",neutral,neutral,-0.0425999999999999
"Okay.  God y’know, if someone told me a week ago that I would be peeing in Joey Tribbiani’s apartment",joy,positive,-0.1227999999999999
"Yeah, life’s pretty great isn’t it?",joy,positive,-0.0396666666666666
"You know, I think I was sixteen.",neutral,neutral,-0.1378571428571428
"Please, just a little bit off the back.",neutral,neutral,-0.20225
"I'm still on ""no.""",neutral,neutral,-0.25
"Uh, morning. Do you guys think you could close your eyes for just a sec?",neutral,neutral,-0.1612
What's goin' on?,neutral,neutral,0.0
"Well, I sorta did a stupid thing last night.",neutral,neutral,-0.1282222222222222
Ewww!,disgust,negative,0.0
"See, yes.",neutral,neutral,-0.1685
"That’s Yasmine Bleeth, she’s a completely different kind of chick.",neutral,neutral,-0.0788
But in very different ways.,neutral,neutral,-0.0184
Hey!,surprise,positive,-0.206
"I did! But the store wouldn’t take her back! So then I took her to the shelter, and you know what I found out?",anger,negative,-0.0132083333333333
"Okay, good, good, good, ‘cause, good, ‘cause I was kinda having second thoughts too.",fear,negative,-0.1613571428571429
Okay. And it’s not just chicks y'know? It’s all kinds of other animals!,disgust,negative,-0.0577692307692307
"Thanks, I’m glad you see it that way.",joy,positive,-0.081625
"So Chandler, have you heard about Monica's secret boyfriend?",neutral,neutral,-0.0108888888888888
"Uhh, yeah. She uh, she uh, she uh might've mentioned him.",neutral,neutral,-0.0289090909090909
"Ohh, he's really shy. I-I don’t think he's up to meeting everyone yet.",neutral,neutral,-0.033076923076923
Really?! That's what you heard?  You said that?,surprise,positive,-0.0027777777777777
Fish!,surprise,negative,-0.44
"Oh, anyway, they say, if we want, we can see it tonight.",neutral,neutral,-0.0655
"Yay, okay!",joy,positive,-0.077
"Good, good, good, good, good.",joy,positive,-0.264
"Great, all right, okay, and Monica ask me to make the drumming stop.",neutral,neutral,-0.0023076923076923
Um...  Done!,neutral,neutral,-0.1413333333333333
"Okay, it’s coffee.",neutral,neutral,-0.156
Ice coffee? Tell me it’s ice coffee!,surprise,negative,-0.2239999999999999
"What are you just some big, dumb, stupid, doofy idiot, with a doofy idiot hairdo, huh?!",anger,negative,-0.033
What’s your favourite thing about summertime?,neutral,neutral,-0.0873333333333333
"Umm, going to the beach. When it stays light real late.",neutral,neutral,-0.0710909090909091
Yeah,neutral,neutral,-0.318
"Tommyyyy! Say, what’s your favourite thing about summer?",joy,positive,-0.14475
"Ooh, I don’t know. Probably the smell of freshly cut grass.",neutral,neutral,-0.0798181818181818
"Ohh, that’s a good one.",joy,positive,-0.1956
"OK, try this salmon mousse.",neutral,neutral,-0.1452
Mmmm. Good.,joy,positive,-0.132
Is it better than the other salmon mousse?,neutral,neutral,-0.197
It's creamier.,neutral,neutral,-0.141
"Yeah, well, is that",neutral,neutral,-0.1249999999999999
"I don't know. We're talking about whipped fish, Monica. I'm just happy I'm keeping it down, y'know?",disgust,negative,-0.0437647058823529
"Eight and a half hours of aptitude tests, intelligence tests, personality tests... and what do I learn?",disgust,negative,-0.0561176470588235
"""You are ideally suited for a career in data processing for a large multinational corporation.""",anger,negative,-0.0377333333333333
That's so great! 'Cause you already know how to do that!,joy,positive,-0.0304545454545454
"Can you believe it? I mean, don't I seem like somebody who should be doing something really",anger,negative,-0.1387647058823529
"Oh Chandler, I know, I know... oh, hey! You can see your nipples through this shirt!",sadness,negative,-0.0983125
"Ooh, you know, I had a grape about five hours ago, so I'd better split this with you.",neutral,neutral,-0.1453333333333333
I thought it was gonna be a closed casket.,neutral,neutral,-0.1422222222222222
"Well, that doesn't mean she can't look nice!",sadness,negative,-0.0579999999999999
"Sweetie, you think you can get in there?",neutral,neutral,-0.03825
Here's my retainer!,neutral,neutral,-0.052
Someone in there?,neutral,neutral,-0.0753333333333333
"Someone was in the lady's room, I couldn’t wait. I left the lid up for ya though.",neutral,neutral,-0.0904117647058823
"Y'know what Gunther, go ah, go ahead, I’m-I’m talking to ah, .  This is the part where you say your name.",neutral,neutral,-0.0624545454545454
Ginger.,neutral,neutral,0.0
"Ginger. I’m talking to Ginger, so....",neutral,neutral,0.0
Don’t you have to use the bathroom?,neutral,neutral,-0.1342857142857142
"Nope, nope, I’d just ah, I’d rather talk to you.",neutral,neutral,-0.1144
"Yes, I do have to go to the bathroom.",neutral,neutral,-0.0614444444444444
Someone in here.,neutral,neutral,-0.0753333333333333
"I’m going to keep dating him Mother, and there’s nothing you can do about it!",anger,negative,-0.09
"Oh, my baby!",sadness,negative,-0.09
"Oh, just years of experience.",neutral,neutral,-0.0208
Can I get some ice here?!,sadness,negative,-0.0936666666666666
"Oh anyway, I just wanted to say how wonderful I think you are.",joy,positive,-0.0256923076923076
"No. No, I’m Joey Tribbiani; we did a scene together yesterday. I-I’m the guy in the coma!",joy,positive,-0.0374117647058823
Oh that was a real person?!,surprise,positive,-0.0433333333333333
Who told you that?,surprise,negative,-0.04425
"Oh uh, one of the writers.",sadness,negative,-0.126
Which one? Was it bald or was it tall?,surprise,negative,-0.1773333333333333
Much!,joy,positive,0.0
"Yeah, I understand.",neutral,neutral,-0.19
Yeah! Okay!  Hey! Hi!,joy,positive,-0.047
"Y’know, you look familiar. Do I know you from somewhere?",surprise,positive,-0.0712
I don’t think so.,neutral,neutral,-0.046
Oh! Maybe it’s because I’m on television. I’m an actor on,joy,positive,-0.0167272727272727
Wow!,surprise,positive,-0.028
$4.50 please.,neutral,neutral,-0.132
"Oh, let me get this.    These are for you.",neutral,neutral,-0.0055
"Alright, alright, alright.",neutral,neutral,-0.236
It's been fourteen and a half minutes and you still have not said one word.,anger,negative,-0.2966666666666667
"Just make contact, smile!",anger,negative,-0.0289999999999999
There you go!,joy,positive,-0.0393333333333333
You're definitely scaring here.,neutral,neutral,0.0
Would you like to call somebody?,neutral,neutral,-0.0663333333333333
"Yeah, about 300 guys I went to high school with.",neutral,neutral,-0.0176
"Okay! Feel free to look, but I’m telling you those contracts are not on this desk.",anger,negative,-0.079125
Oh,neutral,neutral,0.0
It’s my sister.,neutral,neutral,-0.1173333333333333
"Okay, very cute braces. Anyway y’know what, the",neutral,neutral,-0.12825
So when do you imagine you gave them to me? In the morning or in the afternoon?,anger,negative,-0.0018235294117647
"In the afternoon. Mr. Zelner came into my office after lunch. He put them on my desk, and then I put a",neutral,neutral,-0.0873636363636363
"Phoebe, she doesn’t know that you sneak out every night, she doesn’t know that you sneak back every morning, and she doesn’t know that you’ve been living with your Grandmother’s for a week now.",neutral,neutral,-0.0445882352941176
"Okay, well maybe not on those levels.",neutral,neutral,-0.1388571428571428
"Well let’s see, there was the guy with the ferrets, that’s plural.",disgust,negative,-0.1186666666666666
"Oh-ho, and yes, the guy that enjoyed my name so much he felt the need to make a little noise every time he said it.",anger,negative,-0.05048
"Nice to meet you, Chandler Bing",neutral,neutral,-0.0476666666666666
So how many more do you have tomorrow?,neutral,neutral,-0.0465
Two.,neutral,neutral,-0.6
"This photographer, who seemed really dull.",neutral,neutral,-0.133
"And this actor guy, who I’m not sure about, because when he called and I answered the phone ‘Chandler Bing,’ he said ‘Whoa-whoa, short message.’",neutral,neutral,-0.06052
"Ross , foot on the floor or come over no more!",neutral,neutral,-0.1259090909090909
"Sure, your dresser is missing but this she notices.",anger,negative,-0.1124444444444444
"I have to go. Yeah, Carol should be home by now, soo...",neutral,neutral,-0.1679166666666667
"Umm, how’s it going with you guys?",neutral,neutral,-0.0297142857142857
"Oh, really?",surprise,positive,0.0
"Yeah, y'know how I have you guys, well she doesn’t really have any close friends that are just hers, but last week she meet this woman at the gym, Susan something, and they really hit it off, and I-I-I think it’s gonna make a difference",joy,positive,-0.0270222222222222
What-what are-what are these?,surprise,negative,0.0
"No-no-no, no!",fear,negative,0.0
"Well, how-how come?",neutral,neutral,-0.2403333333333333
That’s just the way it is.,neutral,neutral,-0.122
"Maybe it’s crazy in a perfect world, a world without lab coats and blazers, but you not in a perfect world, you in a museum now.",neutral,neutral,-0.0718846153846153
"See that scientist in the classes, he and I used to play together all the time in grade school, but now… Peter!",neutral,neutral,-0.080090909090909
"Hey, Peter!",neutral,neutral,-0.103
It’s me Rhonda!,neutral,neutral,0.0
From PS-129!,neutral,neutral,0.0
I shared my puddin’ which you man!,anger,negative,0.0
I-I think everybody’s pretending they don’t hear you.,neutral,neutral,-0.06075
"Anyway, look, I don’t know about you and your jackets and your separate tables, but Ross is one of my best friends, and if I save him a seat, I’m telling you, he",neutral,neutral,-0.088
"Op, this is saved.  Gift shop.",neutral,neutral,-0.0664285714285714
"How’s that coffee comin,’ dear?",neutral,neutral,-0.0438
"Yeah, right away Mr. Kaplan.",neutral,neutral,-0.1795999999999999
"I’m not supposed to drink coffee, it makes me gassy.",neutral,neutral,-0.0752
I know!,joy,positive,-0.139
Op.,neutral,neutral,-0.196
Eh.,joy,positive,0.0
"Well, I’ve got a project for you that’s a lot more related to fashion.",neutral,neutral,-0.0197142857142857
How does that sound?,neutral,neutral,-0.00125
"Come on over here, sweetheart.",neutral,neutral,-0.1158
"Oh thank you so much Mr. Kaplan, thank you so much.",joy,positive,-0.0534545454545454
"Well, I y'know, I was just, umm, I was just thinking and hoping, that umm, maybe you’d want to get back together?",fear,negative,-0.0695909090909091
No. But thanks.,neutral,neutral,-0.0186666666666666
Aw come on Phoebe would you just think about it?,sadness,negative,-0.1104
Okay. No. But thanks.,neutral,neutral,-0.09
"Okay, ah, see ya Pheebs.",neutral,neutral,-0.1532
"Well okay, let this be a lesson to all of you, all right.",neutral,neutral,-0.1137692307692307
"Once you, once you betray me, I become like the ice woman, y’know.",neutral,neutral,-0.0496923076923076
Wow.,surprise,positive,-0.028
"I'm, I'm really sorry.",neutral,neutral,-0.069
"Yeah, I'm sorry too. But, I gotta tell you, I am a little relieved.",neutral,neutral,-0.139
Relieved?,surprise,positive,-0.372
"Yeah, well, I had a great time with you.. I just can't stand your friends.",neutral,neutral,-0.0640666666666666
"Oh my God! If you say that one more time,",anger,negative,-0.1106999999999999
Fine!,anger,negative,-0.52
"But this break-up was not all my fault, and she, she says here,  “If you accept full responsibility...”  Full responsibility!",anger,negative,-0.0159999999999999
“...I can begin to trust you again.,anger,negative,-0.0131428571428571
Does that seem like something you can do.,anger,negative,-0.140625
Does it?!,anger,negative,-0.305
No?,surprise,negative,0.0
"Look, Ross, you have what you want, you’re back with Rachel.",neutral,neutral,-0.0298181818181818
"Yeah, I know.",sadness,negative,-0.1986666666666666
"I mean, no, you’re right.",sadness,negative,-0.0723999999999999
Yeah I guess I’ll let it go.,neutral,neutral,-0.1494285714285714
But you-you understand how-how hard it is to forget about this.,sadness,negative,-0.0321818181818181
"Sure, it’s hard to forget!",neutral,neutral,-0.056
But that doesn’t mean you have to talk about it!,neutral,neutral,-0.0800999999999999
"A lot of things happened on that trip that we should never,  ever talk about.",neutral,neutral,-0.045625
"It’s between us and the sea, Ross!",neutral,neutral,-0.0908571428571428
I didn’t think you were gay. I do now.,joy,positive,-0.028
"See my friend-my friend, Rachel, she wants to be set up.",neutral,neutral,-0.0105454545454545
"Oh, y’know what, that might be okay even if it was just kind of a fling, that might be all right with Rachel.",neutral,neutral,-0.0003043478260869
"Oh, by the way, that is her full name.",neutral,neutral,-0.1403333333333333
Oh wow! I’m free for her!,joy,positive,-0.0046666666666666
"Oh, wait a second! I didn’t say I wasn’t free!",surprise,positive,-0.1626
"Hold on, y’know I",neutral,neutral,-0.105
"Oh well, that’s uh, a little later than I uh, generally care to stay, but sure!",joy,positive,-0.1833125
"Maybe, before the game we could enjoy some eight year old some small batch Basel Hadens.",neutral,neutral,-0.0668749999999999
"Well, I don’t really know what that is, but",neutral,neutral,-0.046
"Monica, let's go. Come on now people, woman in labor.",neutral,neutral,-0.092
"Yeah, save it for the cab, okay.",disgust,negative,-0.1494285714285714
"Joey, get out of the fridge.",anger,negative,-0.038
"All right, all right.",anger,negative,-0.148
For the ride.,neutral,neutral,-0.0233333333333333
"Yeah, like in a cab...",neutral,neutral,-0.1264
Save it.,neutral,neutral,-0.2019999999999999
"Monica, come on now. Let's go, baby coming.",neutral,neutral,-0.17925
"I can't belive it, I'm gonna be an aunt. I'm gonna have like a nephew.",joy,positive,-0.0457333333333333
"That's nice. Get out Let's go, come on.",disgust,negative,-0.09525
"Rossy, Rossy.",neutral,neutral,0.0
WHAT IS IT?!,anger,negative,-0.0786666666666666
"Okay, I-I d'know, you-you just- you have a quality.",joy,positive,-0.0711111111111111
"Oh, oh, a quality, good, because I was worried you guys were gonna be vague about this.",neutral,neutral,-0.0227647058823529
"Hello? Hello? Oh! Rachel, it's Paolo calling from Rome.",joy,positive,-0.0037777777777777
So he's calling from Rome. I could do that. Just gotta go to Rome.,neutral,neutral,-0.0105
"Monica, your dad just beeped in, but can you make it quick? Talking to Rome.  I'm talking to Rome.",joy,positive,-0.0193999999999999
"Hey dad, what's up?  Oh God. Ross, it's Nana.",sadness,negative,-0.0326
"So um, so what's up, you came to see me yesterday.",joy,positive,-0.0334545454545454
"Oh, yeah, um, alright, I kinda need a divorce.",neutral,neutral,-0.0324444444444444
"Oh, yeah, yeah, sure. We live in the building by the uh sidewalk.",neutral,neutral,-0.0582307692307692
You know it?,surprise,negative,-0.1866666666666666
"Hey, look, since we're neighbors and all, what do you say we uh, get together for a drink?",neutral,neutral,-0.0109444444444444
"Oh, sure, they love us over there.",neutral,neutral,-0.0127142857142857
Ben! Ben! Ben!,joy,positive,0.0
How about Joey... Pepponi?,neutral,neutral,0.0
"No, still too ethnic. My agent thinks I should have a name that's more neutral.",neutral,neutral,-0.1900666666666666
Joey... Switzerland?,neutral,neutral,-0.3335
"Plus, y'know, I think it should be Joe.",neutral,neutral,-0.127875
"Y'know, Joey makes me sound like I'm, I dunno, this big.",neutral,neutral,-0.0345454545454545
Which I'm not.,neutral,neutral,0.0
Joe...Joe...Joe...Stalin?,neutral,neutral,0.0
Stalin...Stalin...do I know that name? It sounds familiar.,neutral,neutral,-0.122125
"Well, it does not ring a bell with me...",neutral,neutral,-0.1105555555555555
"Joe Stalin. Y'know, that's pretty good.",joy,positive,-0.0386666666666666
Joseph Stalin. I think you'd remember that!,joy,positive,-0.0375714285714285
"Oh yes! Bye Bye Birdie, starring Joseph Stalin. Joseph Stalin is the Fiddler on the Roof.",joy,positive,-0.0134999999999999
"Okay, look.",neutral,neutral,-0.2229999999999999
